dataset,variable,percentil,valor_raw,valor_processed,delta_abs
madelon,feat_282,0.5,482.0,482.0,0.0
madelon,feat_282,0.75,493.0,493.0,0.0
madelon,feat_282,1.0,536.0,536.0,0.0
madelon,feat_283,0.0,472.0,472.0,0.0
madelon,feat_283,0.25,475.0,475.0,0.0
madelon,feat_283,0.5,476.0,476.0,0.0
madelon,feat_283,0.75,477.0,477.0,0.0
madelon,feat_283,1.0,481.0,481.0,0.0
madelon,feat_284,0.0,374.0,374.0,0.0
madelon,feat_284,0.25,482.0,482.0,0.0
madelon,feat_284,0.5,504.0,504.0,0.0
madelon,feat_284,0.75,527.0,527.0,0.0
madelon,feat_284,1.0,609.0,609.0,0.0
madelon,feat_285,0.0,363.0,363.0,0.0
madelon,feat_285,0.25,470.0,470.0,0.0
madelon,feat_285,0.5,491.0,491.0,0.0
madelon,feat_285,0.75,511.0,511.0,0.0
madelon,feat_285,1.0,619.0,619.0,0.0
madelon,feat_286,0.0,361.0,361.0,0.0
madelon,feat_286,0.25,458.0,458.0,0.0
madelon,feat_286,0.5,478.0,478.0,0.0
madelon,feat_286,0.75,497.0,497.0,0.0
madelon,feat_286,1.0,571.0,571.0,0.0
madelon,feat_287,0.0,342.0,342.0,0.0
madelon,feat_287,0.25,455.0,455.0,0.0
madelon,feat_287,0.5,484.0,484.0,0.0
madelon,feat_287,0.75,511.0,511.0,0.0
madelon,feat_287,1.0,653.0,653.0,0.0
madelon,feat_288,0.0,465.0,465.0,0.0
madelon,feat_288,0.25,477.0,477.0,0.0
madelon,feat_288,0.5,480.0,480.0,0.0
madelon,feat_288,0.75,482.0,482.0,0.0
madelon,feat_288,1.0,495.0,495.0,0.0
madelon,feat_289,0.0,420.0,420.0,0.0
madelon,feat_289,0.25,481.0,481.0,0.0
madelon,feat_289,0.5,493.0,493.0,0.0
madelon,feat_289,0.75,506.0,506.0,0.0
madelon,feat_289,1.0,561.0,561.0,0.0
madelon,feat_290,0.0,386.0,386.0,0.0
madelon,feat_290,0.25,471.0,471.0,0.0
madelon,feat_290,0.5,491.0,491.0,0.0
madelon,feat_290,0.75,511.0,511.0,0.0
madelon,feat_290,1.0,583.0,583.0,0.0
madelon,feat_291,0.0,399.0,399.0,0.0
madelon,feat_291,0.25,484.0,484.0,0.0
madelon,feat_291,0.5,503.0,503.0,0.0
madelon,feat_291,0.75,522.0,522.0,0.0
madelon,feat_291,1.0,605.0,605.0,0.0
madelon,feat_292,0.0,427.0,427.0,0.0
madelon,feat_292,0.25,481.0,481.0,0.0
madelon,feat_292,0.5,496.0,496.0,0.0
madelon,feat_292,0.75,511.0,511.0,0.0
madelon,feat_292,1.0,574.0,574.0,0.0
madelon,feat_293,0.0,455.0,455.0,0.0
madelon,feat_293,0.25,472.0,472.0,0.0
madelon,feat_293,0.5,476.0,476.0,0.0
madelon,feat_293,0.75,480.25,480.25,0.0
madelon,feat_293,1.0,499.0,499.0,0.0
madelon,feat_294,0.0,325.0,325.0,0.0
madelon,feat_294,0.25,458.0,458.0,0.0
madelon,feat_294,0.5,486.0,486.0,0.0
madelon,feat_294,0.75,514.0,514.0,0.0
madelon,feat_294,1.0,650.0,650.0,0.0
madelon,feat_295,0.0,385.0,385.0,0.0
madelon,feat_295,0.25,475.0,475.0,0.0
madelon,feat_295,0.5,497.0,497.0,0.0
madelon,feat_295,0.75,520.0,520.0,0.0
madelon,feat_295,1.0,614.0,614.0,0.0
madelon,feat_296,0.0,394.0,394.0,0.0
madelon,feat_296,0.25,459.0,459.0,0.0
madelon,feat_296,0.5,475.0,475.0,0.0
madelon,feat_296,0.75,491.0,491.0,0.0
madelon,feat_296,1.0,561.0,561.0,0.0
madelon,feat_297,0.0,372.0,372.0,0.0
madelon,feat_297,0.25,480.0,480.0,0.0
madelon,feat_297,0.5,500.5,500.5,0.0
madelon,feat_297,0.75,521.0,521.0,0.0
madelon,feat_297,1.0,679.0,679.0,0.0
madelon,feat_298,0.0,406.0,406.0,0.0
madelon,feat_298,0.25,481.0,481.0,0.0
madelon,feat_298,0.5,496.0,496.0,0.0
madelon,feat_298,0.75,513.0,513.0,0.0
madelon,feat_298,1.0,578.0,578.0,0.0
madelon,feat_299,0.0,421.0,421.0,0.0
madelon,feat_299,0.25,482.0,482.0,0.0
madelon,feat_299,0.5,497.0,497.0,0.0
madelon,feat_299,0.75,511.25,511.25,0.0
madelon,feat_299,1.0,563.0,563.0,0.0
madelon,feat_300,0.0,345.0,345.0,0.0
madelon,feat_300,0.25,458.75,458.75,0.0
madelon,feat_300,0.5,481.0,481.0,0.0
madelon,feat_300,0.75,504.0,504.0,0.0
madelon,feat_300,1.0,597.0,597.0,0.0
madelon,feat_301,0.0,433.0,433.0,0.0
madelon,feat_301,0.25,480.0,480.0,0.0
madelon,feat_301,0.5,490.0,490.0,0.0
madelon,feat_301,0.75,499.0,499.0,0.0
madelon,feat_301,1.0,536.0,536.0,0.0
madelon,feat_302,0.0,463.0,463.0,0.0
madelon,feat_302,0.25,475.0,475.0,0.0
madelon,feat_302,0.5,478.0,478.0,0.0
madelon,feat_302,0.75,481.0,481.0,0.0
madelon,feat_302,1.0,492.0,492.0,0.0
madelon,feat_303,0.0,422.0,422.0,0.0
madelon,feat_303,0.25,475.0,475.0,0.0
madelon,feat_303,0.5,491.0,491.0,0.0
madelon,feat_303,0.75,508.0,508.0,0.0
madelon,feat_303,1.0,576.0,576.0,0.0
madelon,feat_304,0.0,378.0,378.0,0.0
madelon,feat_304,0.25,473.0,473.0,0.0
madelon,feat_304,0.5,494.0,494.0,0.0
madelon,feat_304,0.75,516.0,516.0,0.0
madelon,feat_304,1.0,602.0,602.0,0.0
madelon,feat_305,0.0,378.0,378.0,0.0
madelon,feat_305,0.25,465.0,465.0,0.0
madelon,feat_305,0.5,485.0,485.0,0.0
madelon,feat_305,0.75,505.25,505.25,0.0
madelon,feat_305,1.0,571.0,571.0,0.0
madelon,feat_306,0.0,436.0,436.0,0.0
madelon,feat_306,0.25,472.0,472.0,0.0
madelon,feat_306,0.5,481.0,481.0,0.0
madelon,feat_306,0.75,490.0,490.0,0.0
madelon,feat_306,1.0,530.0,530.0,0.0
madelon,feat_307,0.0,450.0,450.0,0.0
madelon,feat_307,0.25,475.0,475.0,0.0
madelon,feat_307,0.5,481.0,481.0,0.0
madelon,feat_307,0.75,487.0,487.0,0.0
madelon,feat_307,1.0,512.0,512.0,0.0
madelon,feat_308,0.0,415.0,415.0,0.0
madelon,feat_308,0.25,480.0,480.0,0.0
madelon,feat_308,0.5,499.0,499.0,0.0
madelon,feat_308,0.75,518.0,518.0,0.0
madelon,feat_308,1.0,606.0,606.0,0.0
madelon,feat_309,0.0,347.0,347.0,0.0
madelon,feat_309,0.25,461.0,461.0,0.0
madelon,feat_309,0.5,476.0,476.0,0.0
madelon,feat_309,0.75,491.0,491.0,0.0
madelon,feat_309,1.0,568.0,568.0,0.0
madelon,feat_310,0.0,401.0,401.0,0.0
madelon,feat_310,0.25,468.0,468.0,0.0
madelon,feat_310,0.5,486.0,486.0,0.0
madelon,feat_310,0.75,504.0,504.0,0.0
madelon,feat_310,1.0,577.0,577.0,0.0
madelon,feat_311,0.0,414.0,414.0,0.0
madelon,feat_311,0.25,469.0,469.0,0.0
madelon,feat_311,0.5,480.0,480.0,0.0
madelon,feat_311,0.75,492.0,492.0,0.0
madelon,feat_311,1.0,548.0,548.0,0.0
madelon,feat_312,0.0,392.0,392.0,0.0
madelon,feat_312,0.25,481.0,481.0,0.0
madelon,feat_312,0.5,501.0,501.0,0.0
madelon,feat_312,0.75,523.0,523.0,0.0
madelon,feat_312,1.0,634.0,634.0,0.0
madelon,feat_313,0.0,390.0,390.0,0.0
madelon,feat_313,0.25,480.0,480.0,0.0
madelon,feat_313,0.5,498.0,498.0,0.0
madelon,feat_313,0.75,518.0,518.0,0.0
madelon,feat_313,1.0,605.0,605.0,0.0
madelon,feat_314,0.0,445.0,445.0,0.0
madelon,feat_314,0.25,473.0,473.0,0.0
madelon,feat_314,0.5,481.0,481.0,0.0
madelon,feat_314,0.75,488.0,488.0,0.0
madelon,feat_314,1.0,520.0,520.0,0.0
madelon,feat_315,0.0,385.0,385.0,0.0
madelon,feat_315,0.25,467.0,467.0,0.0
madelon,feat_315,0.5,487.0,487.0,0.0
madelon,feat_315,0.75,507.0,507.0,0.0
madelon,feat_315,1.0,621.0,621.0,0.0
madelon,feat_316,0.0,448.0,448.0,0.0
madelon,feat_316,0.25,471.0,471.0,0.0
madelon,feat_316,0.5,477.0,477.0,0.0
madelon,feat_316,0.75,484.0,484.0,0.0
madelon,feat_316,1.0,510.0,510.0,0.0
madelon,feat_317,0.0,457.0,457.0,0.0
madelon,feat_317,0.25,476.0,476.0,0.0
madelon,feat_317,0.5,481.0,481.0,0.0
madelon,feat_317,0.75,486.0,486.0,0.0
madelon,feat_317,1.0,506.0,506.0,0.0
madelon,feat_318,0.0,346.0,346.0,0.0
madelon,feat_318,0.25,447.0,447.0,0.0
madelon,feat_318,0.5,486.0,486.0,0.0
madelon,feat_318,0.75,525.0,525.0,0.0
madelon,feat_318,1.0,607.0,607.0,0.0
madelon,feat_319,0.0,338.0,338.0,0.0
madelon,feat_319,0.25,483.0,483.0,0.0
madelon,feat_319,0.5,511.0,511.0,0.0
madelon,feat_319,0.75,540.0,540.0,0.0
madelon,feat_319,1.0,650.0,650.0,0.0
madelon,feat_320,0.0,440.0,440.0,0.0
madelon,feat_320,0.25,475.0,475.0,0.0
madelon,feat_320,0.5,483.0,483.0,0.0
madelon,feat_320,0.75,491.0,491.0,0.0
madelon,feat_320,1.0,525.0,525.0,0.0
madelon,feat_321,0.0,373.0,373.0,0.0
madelon,feat_321,0.25,464.0,464.0,0.0
madelon,feat_321,0.5,484.0,484.0,0.0
madelon,feat_321,0.75,502.0,502.0,0.0
madelon,feat_321,1.0,571.0,571.0,0.0
madelon,feat_322,0.0,426.0,426.0,0.0
madelon,feat_322,0.25,478.0,478.0,0.0
madelon,feat_322,0.5,490.0,490.0,0.0
madelon,feat_322,0.75,503.0,503.0,0.0
madelon,feat_322,1.0,564.0,564.0,0.0
madelon,feat_323,0.0,438.0,438.0,0.0
madelon,feat_323,0.25,472.0,472.0,0.0
madelon,feat_323,0.5,480.0,480.0,0.0
madelon,feat_323,0.75,488.0,488.0,0.0
madelon,feat_323,1.0,524.0,524.0,0.0
madelon,feat_324,0.0,424.0,424.0,0.0
madelon,feat_324,0.25,478.0,478.0,0.0
madelon,feat_324,0.5,490.0,490.0,0.0
madelon,feat_324,0.75,502.0,502.0,0.0
madelon,feat_324,1.0,556.0,556.0,0.0
madelon,feat_325,0.0,462.0,462.0,0.0
madelon,feat_325,0.25,476.0,476.0,0.0
madelon,feat_325,0.5,480.0,480.0,0.0
madelon,feat_325,0.75,483.0,483.0,0.0
madelon,feat_325,1.0,498.0,498.0,0.0
madelon,feat_326,0.0,385.0,385.0,0.0
madelon,feat_326,0.25,467.0,467.0,0.0
madelon,feat_326,0.5,482.0,482.0,0.0
madelon,feat_326,0.75,498.0,498.0,0.0
madelon,feat_326,1.0,564.0,564.0,0.0
madelon,feat_327,0.0,389.0,389.0,0.0
madelon,feat_327,0.25,464.0,464.0,0.0
madelon,feat_327,0.5,482.0,482.0,0.0
madelon,feat_327,0.75,500.0,500.0,0.0
madelon,feat_327,1.0,591.0,591.0,0.0
madelon,feat_328,0.0,444.0,444.0,0.0
madelon,feat_328,0.25,478.0,478.0,0.0
madelon,feat_328,0.5,486.0,486.0,0.0
madelon,feat_328,0.75,495.0,495.0,0.0
madelon,feat_328,1.0,526.0,526.0,0.0
madelon,feat_329,0.0,395.0,395.0,0.0
madelon,feat_329,0.25,488.0,488.0,0.0
madelon,feat_329,0.5,516.0,516.0,0.0
madelon,feat_329,0.75,543.0,543.0,0.0
madelon,feat_329,1.0,658.0,658.0,0.0
madelon,feat_330,0.0,368.0,368.0,0.0
madelon,feat_330,0.25,465.0,465.0,0.0
madelon,feat_330,0.5,487.0,487.0,0.0
madelon,feat_330,0.75,508.0,508.0,0.0
madelon,feat_330,1.0,605.0,605.0,0.0
madelon,feat_331,0.0,437.0,437.0,0.0
madelon,feat_331,0.25,470.0,470.0,0.0
madelon,feat_331,0.5,479.0,479.0,0.0
madelon,feat_331,0.75,488.0,488.0,0.0
madelon,feat_331,1.0,522.0,522.0,0.0
madelon,feat_332,0.0,473.0,473.0,0.0
madelon,feat_332,0.25,476.0,476.0,0.0
madelon,feat_332,0.5,476.0,476.0,0.0
madelon,feat_332,0.75,477.0,477.0,0.0
madelon,feat_332,1.0,480.0,480.0,0.0
madelon,feat_333,0.0,383.0,383.0,0.0
madelon,feat_333,0.25,469.0,469.0,0.0
madelon,feat_333,0.5,488.0,488.0,0.0
madelon,feat_333,0.75,508.0,508.0,0.0
madelon,feat_333,1.0,586.0,586.0,0.0
madelon,feat_334,0.0,352.0,352.0,0.0
madelon,feat_334,0.25,471.75,471.75,0.0
madelon,feat_334,0.5,495.0,495.0,0.0
madelon,feat_334,0.75,519.0,519.0,0.0
madelon,feat_334,1.0,632.0,632.0,0.0
madelon,feat_335,0.0,447.0,447.0,0.0
madelon,feat_335,0.25,479.0,479.0,0.0
madelon,feat_335,0.5,488.0,488.0,0.0
madelon,feat_335,0.75,496.0,496.0,0.0
madelon,feat_335,1.0,529.0,529.0,0.0
madelon,feat_336,0.0,180.0,180.0,0.0
madelon,feat_336,0.25,409.0,409.0,0.0
madelon,feat_336,0.5,483.5,483.5,0.0
madelon,feat_336,0.75,553.25,553.25,0.0
madelon,feat_336,1.0,828.0,828.0,0.0
madelon,feat_337,0.0,356.0,356.0,0.0
madelon,feat_337,0.25,465.0,465.0,0.0
madelon,feat_337,0.5,487.0,487.0,0.0
madelon,feat_337,0.75,510.0,510.0,0.0
madelon,feat_337,1.0,626.0,626.0,0.0
madelon,feat_338,0.0,207.0,207.0,0.0
madelon,feat_338,0.25,433.75,433.75,0.0
madelon,feat_338,0.5,496.0,496.0,0.0
madelon,feat_338,0.75,568.0,568.0,0.0
madelon,feat_338,1.0,829.0,829.0,0.0
madelon,feat_339,0.0,368.0,368.0,0.0
madelon,feat_339,0.25,476.0,476.0,0.0
madelon,feat_339,0.5,500.0,500.0,0.0
madelon,feat_339,0.75,527.0,527.0,0.0
madelon,feat_339,1.0,643.0,643.0,0.0
madelon,feat_340,0.0,383.0,383.0,0.0
madelon,feat_340,0.25,479.0,479.0,0.0
madelon,feat_340,0.5,506.0,506.0,0.0
madelon,feat_340,0.75,532.0,532.0,0.0
madelon,feat_340,1.0,643.0,643.0,0.0
madelon,feat_341,0.0,401.0,401.0,0.0
madelon,feat_341,0.25,478.0,478.0,0.0
madelon,feat_341,0.5,494.0,494.0,0.0
madelon,feat_341,0.75,510.0,510.0,0.0
madelon,feat_341,1.0,584.0,584.0,0.0
madelon,feat_342,0.0,389.0,389.0,0.0
madelon,feat_342,0.25,476.0,476.0,0.0
madelon,feat_342,0.5,496.0,496.0,0.0
madelon,feat_342,0.75,516.0,516.0,0.0
madelon,feat_342,1.0,606.0,606.0,0.0
madelon,feat_343,0.0,407.0,407.0,0.0
madelon,feat_343,0.25,482.0,482.0,0.0
madelon,feat_343,0.5,502.0,502.0,0.0
madelon,feat_343,0.75,524.0,524.0,0.0
madelon,feat_343,1.0,628.0,628.0,0.0
madelon,feat_344,0.0,358.0,358.0,0.0
madelon,feat_344,0.25,471.0,471.0,0.0
madelon,feat_344,0.5,500.0,500.0,0.0
madelon,feat_344,0.75,529.0,529.0,0.0
madelon,feat_344,1.0,678.0,678.0,0.0
madelon,feat_345,0.0,452.0,452.0,0.0
madelon,feat_345,0.25,477.0,477.0,0.0
madelon,feat_345,0.5,482.0,482.0,0.0
madelon,feat_345,0.75,488.0,488.0,0.0
madelon,feat_345,1.0,512.0,512.0,0.0
madelon,feat_346,0.0,457.0,457.0,0.0
madelon,feat_346,0.25,477.0,477.0,0.0
madelon,feat_346,0.5,481.0,481.0,0.0
madelon,feat_346,0.75,486.0,486.0,0.0
madelon,feat_346,1.0,507.0,507.0,0.0
madelon,feat_347,0.0,327.0,327.0,0.0
madelon,feat_347,0.25,462.0,462.0,0.0
madelon,feat_347,0.5,490.0,490.0,0.0
madelon,feat_347,0.75,519.0,519.0,0.0
madelon,feat_347,1.0,634.0,634.0,0.0
madelon,feat_348,0.0,409.0,409.0,0.0
madelon,feat_348,0.25,466.0,466.0,0.0
madelon,feat_348,0.5,481.0,481.0,0.0
madelon,feat_348,0.75,496.0,496.0,0.0
madelon,feat_348,1.0,566.0,566.0,0.0
madelon,feat_349,0.0,398.0,398.0,0.0
madelon,feat_349,0.25,482.0,482.0,0.0
madelon,feat_349,0.5,505.0,505.0,0.0
madelon,feat_349,0.75,526.0,526.0,0.0
madelon,feat_349,1.0,620.0,620.0,0.0
madelon,feat_350,0.0,453.0,453.0,0.0
madelon,feat_350,0.25,476.0,476.0,0.0
madelon,feat_350,0.5,481.0,481.0,0.0
madelon,feat_350,0.75,486.0,486.0,0.0
madelon,feat_350,1.0,507.0,507.0,0.0
madelon,feat_351,0.0,347.0,347.0,0.0
madelon,feat_351,0.25,451.0,451.0,0.0
madelon,feat_351,0.5,478.0,478.0,0.0
madelon,feat_351,0.75,505.0,505.0,0.0
madelon,feat_351,1.0,624.0,624.0,0.0
madelon,feat_352,0.0,351.0,351.0,0.0
madelon,feat_352,0.25,461.0,461.0,0.0
madelon,feat_352,0.5,485.0,485.0,0.0
madelon,feat_352,0.75,508.0,508.0,0.0
madelon,feat_352,1.0,619.0,619.0,0.0
madelon,feat_353,0.0,436.0,436.0,0.0
madelon,feat_353,0.25,474.0,474.0,0.0
madelon,feat_353,0.5,482.5,482.5,0.0
madelon,feat_353,0.75,491.0,491.0,0.0
madelon,feat_353,1.0,525.0,525.0,0.0
madelon,feat_354,0.0,431.0,431.0,0.0
madelon,feat_354,0.25,480.0,480.0,0.0
madelon,feat_354,0.5,493.0,493.0,0.0
madelon,feat_354,0.75,506.0,506.0,0.0
madelon,feat_354,1.0,561.0,561.0,0.0
madelon,feat_355,0.0,420.0,420.0,0.0
madelon,feat_355,0.25,473.0,473.0,0.0
madelon,feat_355,0.5,484.0,484.0,0.0
madelon,feat_355,0.75,495.0,495.0,0.0
madelon,feat_355,1.0,545.0,545.0,0.0
madelon,feat_356,0.0,366.0,366.0,0.0
madelon,feat_356,0.25,478.0,478.0,0.0
madelon,feat_356,0.5,504.0,504.0,0.0
madelon,feat_356,0.75,528.0,528.0,0.0
madelon,feat_356,1.0,667.0,667.0,0.0
madelon,feat_357,0.0,471.0,471.0,0.0
madelon,feat_357,0.25,475.0,475.0,0.0
madelon,feat_357,0.5,477.0,477.0,0.0
madelon,feat_357,0.75,478.0,478.0,0.0
madelon,feat_357,1.0,482.0,482.0,0.0
madelon,feat_358,0.0,392.0,392.0,0.0
madelon,feat_358,0.25,484.0,484.0,0.0
madelon,feat_358,0.5,507.0,507.0,0.0
madelon,feat_358,0.75,531.0,531.0,0.0
madelon,feat_358,1.0,621.0,621.0,0.0
madelon,feat_359,0.0,359.0,359.0,0.0
madelon,feat_359,0.25,472.0,472.0,0.0
madelon,feat_359,0.5,497.0,497.0,0.0
madelon,feat_359,0.75,526.0,526.0,0.0
madelon,feat_359,1.0,651.0,651.0,0.0
madelon,feat_360,0.0,368.0,368.0,0.0
madelon,feat_360,0.25,462.0,462.0,0.0
madelon,feat_360,0.5,483.0,483.0,0.0
madelon,feat_360,0.75,505.0,505.0,0.0
madelon,feat_360,1.0,597.0,597.0,0.0
madelon,feat_361,0.0,416.0,416.0,0.0
madelon,feat_361,0.25,477.0,477.0,0.0
madelon,feat_361,0.5,491.0,491.0,0.0
madelon,feat_361,0.75,505.0,505.0,0.0
madelon,feat_361,1.0,561.0,561.0,0.0
madelon,feat_362,0.0,293.0,293.0,0.0
madelon,feat_362,0.25,449.0,449.0,0.0
madelon,feat_362,0.5,478.0,478.0,0.0
madelon,feat_362,0.75,505.0,505.0,0.0
madelon,feat_362,1.0,638.0,638.0,0.0
madelon,feat_363,0.0,410.0,410.0,0.0
madelon,feat_363,0.25,469.0,469.0,0.0
madelon,feat_363,0.5,486.0,486.0,0.0
madelon,feat_363,0.75,502.0,502.0,0.0
madelon,feat_363,1.0,573.0,573.0,0.0
madelon,feat_364,0.0,459.0,459.0,0.0
madelon,feat_364,0.25,478.0,478.0,0.0
madelon,feat_364,0.5,481.0,481.0,0.0
madelon,feat_364,0.75,484.0,484.0,0.0
madelon,feat_364,1.0,501.0,501.0,0.0
madelon,feat_365,0.0,361.0,361.0,0.0
madelon,feat_365,0.25,468.0,468.0,0.0
madelon,feat_365,0.5,495.0,495.0,0.0
madelon,feat_365,0.75,521.0,521.0,0.0
madelon,feat_365,1.0,642.0,642.0,0.0
madelon,feat_366,0.0,407.0,407.0,0.0
madelon,feat_366,0.25,477.75,477.75,0.0
madelon,feat_366,0.5,495.0,495.0,0.0
madelon,feat_366,0.75,513.0,513.0,0.0
madelon,feat_366,1.0,582.0,582.0,0.0
madelon,feat_367,0.0,447.0,447.0,0.0
madelon,feat_367,0.25,476.0,476.0,0.0
madelon,feat_367,0.5,484.0,484.0,0.0
madelon,feat_367,0.75,492.0,492.0,0.0
madelon,feat_367,1.0,527.0,527.0,0.0
madelon,feat_368,0.0,440.0,440.0,0.0
madelon,feat_368,0.25,477.0,477.0,0.0
madelon,feat_368,0.5,485.0,485.0,0.0
madelon,feat_368,0.75,492.0,492.0,0.0
madelon,feat_368,1.0,529.0,529.0,0.0
madelon,feat_369,0.0,367.0,367.0,0.0
madelon,feat_369,0.25,473.0,473.0,0.0
madelon,feat_369,0.5,498.0,498.0,0.0
madelon,feat_369,0.75,526.0,526.0,0.0
madelon,feat_369,1.0,650.0,650.0,0.0
madelon,feat_370,0.0,374.0,374.0,0.0
madelon,feat_370,0.25,466.0,466.0,0.0
madelon,feat_370,0.5,487.5,487.5,0.0
madelon,feat_370,0.75,510.0,510.0,0.0
madelon,feat_370,1.0,622.0,622.0,0.0
madelon,feat_371,0.0,342.0,342.0,0.0
madelon,feat_371,0.25,462.0,462.0,0.0
madelon,feat_371,0.5,490.0,490.0,0.0
madelon,feat_371,0.75,517.0,517.0,0.0
madelon,feat_371,1.0,645.0,645.0,0.0
madelon,feat_372,0.0,421.0,421.0,0.0
madelon,feat_372,0.25,482.0,482.0,0.0
madelon,feat_372,0.5,497.0,497.0,0.0
madelon,feat_372,0.75,511.0,511.0,0.0
madelon,feat_372,1.0,570.0,570.0,0.0
madelon,feat_373,0.0,391.0,391.0,0.0
madelon,feat_373,0.25,472.0,472.0,0.0
madelon,feat_373,0.5,488.0,488.0,0.0
madelon,feat_373,0.75,503.0,503.0,0.0
madelon,feat_373,1.0,567.0,567.0,0.0
madelon,feat_374,0.0,406.0,406.0,0.0
madelon,feat_374,0.25,482.0,482.0,0.0
madelon,feat_374,0.5,500.0,500.0,0.0
madelon,feat_374,0.75,518.0,518.0,0.0
madelon,feat_374,1.0,599.0,599.0,0.0
madelon,feat_375,0.0,381.0,381.0,0.0
madelon,feat_375,0.25,474.0,474.0,0.0
madelon,feat_375,0.5,492.0,492.0,0.0
madelon,feat_375,0.75,510.0,510.0,0.0
madelon,feat_375,1.0,594.0,594.0,0.0
madelon,feat_376,0.0,456.0,456.0,0.0
madelon,feat_376,0.25,475.0,475.0,0.0
madelon,feat_376,0.5,481.0,481.0,0.0
madelon,feat_376,0.75,485.0,485.0,0.0
madelon,feat_376,1.0,507.0,507.0,0.0
madelon,feat_377,0.0,410.0,410.0,0.0
madelon,feat_377,0.25,470.0,470.0,0.0
madelon,feat_377,0.5,483.0,483.0,0.0
madelon,feat_377,0.75,497.0,497.0,0.0
madelon,feat_377,1.0,560.0,560.0,0.0
madelon,feat_378,0.0,347.0,347.0,0.0
madelon,feat_378,0.25,447.75,447.75,0.0
madelon,feat_378,0.5,496.0,496.0,0.0
madelon,feat_378,0.75,544.25,544.25,0.0
madelon,feat_378,1.0,661.0,661.0,0.0
madelon,feat_379,0.0,361.0,361.0,0.0
madelon,feat_379,0.25,459.0,459.0,0.0
madelon,feat_379,0.5,481.0,481.0,0.0
madelon,feat_379,0.75,505.0,505.0,0.0
madelon,feat_379,1.0,630.0,630.0,0.0
madelon,feat_380,0.0,462.0,462.0,0.0
madelon,feat_380,0.25,477.0,477.0,0.0
madelon,feat_380,0.5,481.0,481.0,0.0
madelon,feat_380,0.75,484.0,484.0,0.0
madelon,feat_380,1.0,502.0,502.0,0.0
madelon,feat_381,0.0,404.0,404.0,0.0
madelon,feat_381,0.25,465.0,465.0,0.0
madelon,feat_381,0.5,479.0,479.0,0.0
madelon,feat_381,0.75,494.0,494.0,0.0
madelon,feat_381,1.0,569.0,569.0,0.0
madelon,feat_382,0.0,383.0,383.0,0.0
madelon,feat_382,0.25,473.0,473.0,0.0
madelon,feat_382,0.5,497.0,497.0,0.0
madelon,feat_382,0.75,519.0,519.0,0.0
madelon,feat_382,1.0,653.0,653.0,0.0
madelon,feat_383,0.0,441.0,441.0,0.0
madelon,feat_383,0.25,475.0,475.0,0.0
madelon,feat_383,0.5,484.0,484.0,0.0
madelon,feat_383,0.75,493.0,493.0,0.0
madelon,feat_383,1.0,532.0,532.0,0.0
madelon,feat_384,0.0,424.0,424.0,0.0
madelon,feat_384,0.25,468.0,468.0,0.0
madelon,feat_384,0.5,480.0,480.0,0.0
madelon,feat_384,0.75,491.0,491.0,0.0
madelon,feat_384,1.0,548.0,548.0,0.0
madelon,feat_385,0.0,442.0,442.0,0.0
madelon,feat_385,0.25,470.0,470.0,0.0
madelon,feat_385,0.5,477.0,477.0,0.0
madelon,feat_385,0.75,486.0,486.0,0.0
madelon,feat_385,1.0,514.0,514.0,0.0
madelon,feat_386,0.0,404.0,404.0,0.0
madelon,feat_386,0.25,474.0,474.0,0.0
madelon,feat_386,0.5,493.0,493.0,0.0
madelon,feat_386,0.75,509.0,509.0,0.0
madelon,feat_386,1.0,581.0,581.0,0.0
madelon,feat_387,0.0,471.0,471.0,0.0
madelon,feat_387,0.25,476.0,476.0,0.0
madelon,feat_387,0.5,477.0,477.0,0.0
madelon,feat_387,0.75,478.0,478.0,0.0
madelon,feat_387,1.0,485.0,485.0,0.0
madelon,feat_388,0.0,424.0,424.0,0.0
madelon,feat_388,0.25,482.0,482.0,0.0
madelon,feat_388,0.5,495.0,495.0,0.0
madelon,feat_388,0.75,508.0,508.0,0.0
madelon,feat_388,1.0,561.0,561.0,0.0
madelon,feat_389,0.0,344.0,344.0,0.0
madelon,feat_389,0.25,460.0,460.0,0.0
madelon,feat_389,0.5,484.0,484.0,0.0
madelon,feat_389,0.75,508.0,508.0,0.0
madelon,feat_389,1.0,619.0,619.0,0.0
madelon,feat_390,0.0,459.0,459.0,0.0
madelon,feat_390,0.25,474.0,474.0,0.0
madelon,feat_390,0.5,477.0,477.0,0.0
madelon,feat_390,0.75,480.0,480.0,0.0
madelon,feat_390,1.0,496.0,496.0,0.0
madelon,feat_391,0.0,350.0,350.0,0.0
madelon,feat_391,0.25,470.0,470.0,0.0
madelon,feat_391,0.5,493.0,493.0,0.0
madelon,feat_391,0.75,518.0,518.0,0.0
madelon,feat_391,1.0,626.0,626.0,0.0
madelon,feat_392,0.0,468.0,468.0,0.0
madelon,feat_392,0.25,475.0,475.0,0.0
madelon,feat_392,0.5,476.0,476.0,0.0
madelon,feat_392,0.75,478.0,478.0,0.0
madelon,feat_392,1.0,487.0,487.0,0.0
madelon,feat_393,0.0,377.0,377.0,0.0
madelon,feat_393,0.25,466.0,466.0,0.0
madelon,feat_393,0.5,488.0,488.0,0.0
madelon,feat_393,0.75,510.0,510.0,0.0
madelon,feat_393,1.0,600.0,600.0,0.0
